Frame number,6894
First frame,1
Point frequency,200
Analog frequency,1000

Time,Force.Fx1,Force.Fy1,Force.Fz1,Force.Fx2,Force.Fy2,Force.Fz2,accel.x,accel.y,accel.z,accel.x,accel.y,accel.z
s,N,N,N,N,N,N,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�,mm/s�
23.51,1.60051e-07,-6.89781e-07,-3.35631e-07,-9.6341e-11,1.18574e-10,-2.45837e-10,-26.0777,23.1496,-26.0282,-6.94501,24.2043,7.36206
23.511,2.44294e-07,-2.80726e-07,-2.74812e-07,-6.55931e-11,8.289e-11,-1.85746e-10,-26.3974,24.6957,-26.2593,-8.10422,24.5727,7.36829
23.512,3.25344e-07,1.90043e-07,1.43455e-07,1.48798e-12,3.63687e-12,-4.27134e-11,-26.7006,26.3389,-26.4731,-9.15181,24.9591,7.36274
23.513,4.09629e-07,8.45036e-07,9.52535e-07,1.17852e-10,-1.3496e-10,2.14917e-10,-27.0015,28.053,-26.6825,-10.0947,25.3636,7.34946
23.514,4.95489e-07,1.79979e-06,2.17741e-06,2.95804e-10,-3.48033e-10,6.1844e-10,-27.3209,29.8016,-26.9028,-10.9419,25.7859,7.3325
23.515,5.71119e-07,3.14524e-06,3.81439e-06,5.43972e-10,-6.46456e-10,1.19204e-09,-27.6832,31.5385,-27.148,-11.7039,26.2261,7.31559
23.516,6.12591e-07,4.923e-06,5.80082e-06,8.62805e-10,-1.03144e-09,1.94249e-09,-28.1153,33.2084,-27.4286,-12.3922,26.6836,7.30219
23.517,5.82278e-07,7.09158e-06,7.97547e-06,1.23843e-09,-1.48716e-09,2.84494e-09,-28.6431,34.7492,-27.7507,-13.0183,27.157,7.29558
23.518,4.28296e-07,9.48294e-06,1.00313e-05,1.63493e-09,-1.97138e-09,3.8246e-09,-29.2891,36.0953,-28.1162,-13.5931,27.6436,7.29867
23.519,8.58941e-08,1.1751e-05,1.14657e-05,1.98553e-09,-2.40479e-09,4.73541e-09,-30.0692,37.181,-28.5233,-14.1259,28.1396,7.31395
23.52,-5.17939e-07,1.33166e-05,1.15356e-05,2.1836e-09,-2.65994e-09,5.33761e-09,-30.9895,37.946,-28.9676,-14.6248,28.6406,7.34347
23.521,-1.45511e-06,1.3319e-05,9.23125e-06,2.07528e-09,-2.55213e-09,5.27816e-09,-32.0449,38.3399,-29.4419,-15.0956,29.1426,7.38866
23.522,-2.78058e-06,1.05874e-05,3.28732e-06,1.45655e-09,-1.8354e-09,4.08025e-09,-33.2175,38.3282,-29.9367,-15.5412,29.6433,7.44971
23.523,-4.50857e-06,3.65541e-06,-7.74495e-06,7.83675e-11,-2.08208e-10,1.15065e-09,-34.4779,37.896,-30.4411,-15.9615,30.1424,7.52506
23.524,-6.57956e-06,-9.15296e-06,-2.53327e-05,-2.33493e-09,2.66511e-09,-4.18335e-09,-35.7888,37.0512,-30.9447,-16.3523,30.6415,7.61132
23.525,-8.81831e-06,-2.95316e-05,-5.06704e-05,-6.04814e-09,7.10996e-09,-1.25932e-08,-37.1085,35.8258,-31.4377,-16.7063,31.1441,7.70379
23.526,-1.08849e-05,-5.88544e-05,-8.42305e-05,-1.12523e-08,1.33664e-08,-2.46088e-08,-38.3958,34.2758,-31.9104,-17.0139,31.6547,7.79743
23.527,-1.22234e-05,-9.76548e-05,-0.000125131,-1.79704e-08,2.14764e-08,-4.04043e-08,-39.6131,32.4774,-32.3522,-17.2648,32.1791,7.88759
23.528,-1.20179e-05,-0.000144894,-0.000170317,-2.59285e-08,3.11285e-08,-5.94985e-08,-40.7298,30.5228,-32.7539,-17.4502,32.7237,7.97083
23.529,-9.16928e-06,-0.000197014,-0.000213587,-3.43934e-08,4.14611e-08,-8.03708e-08,-41.7228,28.5128,-33.1102,-17.5639,33.2947,8.04526
23.53,-2.31407e-06,-0.000246814,-0.000244552,-4.1984e-08,5.08348e-08,-1.00007e-07,-42.5771,26.549,-33.4223,-17.6036,33.8978,8.11088
23.531,1.00884e-05,-0.000282254,-0.000247695,-4.64803e-08,5.6597e-08,-1.13423e-07,-43.2831,24.7253,-33.6978,-17.5701,34.5361,8.16974
23.532,2.95676e-05,-0.000285365,-0.000201795,-4.46621e-08,5.48826e-08,-1.13236e-07,-43.8348,23.1204,-33.9481,-17.4674,35.2099,8.22563
23.533,5.73158e-05,-0.000231602,-8.01174e-05,-3.22384e-08,4.05202e-08,-8.94296e-08,-44.2282,21.7926,-34.1855,-17.3019,35.9151,8.28339
23.534,9.36923e-05,-9.00681e-05,0.000148129,-3.94495e-09,7.13736e-09,-2.94793e-08,-44.462,20.7754,-34.419,-17.0812,36.6434,8.34779
23.535,0.000137533,0.000174775,0.000514395,4.60832e-08,-5.24047e-08,8.0904e-08,-44.5385,20.0765,-34.6528,-16.8137,37.3817,8.42254
23.536,0.000185263,0.000599168,0.00104477,1.2354e-07,-1.45098e-07,2.56115e-07,-44.4663,19.6769,-34.8845,-16.5081,38.1143,8.50914
23.537,0.000229864,0.00121306,0.00175058,2.32641e-07,-2.76229e-07,5.07745e-07,-44.2619,19.5328,-35.1062,-16.1719,38.8242,8.60637
23.538,0.00025977,0.00202924,0.00261518,3.74156e-07,-4.47021e-07,8.40111e-07,-43.9496,19.5785,-35.3068,-15.8114,39.4955,8.71055
23.539,0.000257918,0.00302801,0.00357666,5.42703e-07,-6.51381e-07,1.24398e-06,-43.5592,19.7316,-35.4737,-15.4309,40.1146,8.81659
23.54,0.000201214,0.00413725,0.00450726,7.23315e-07,-8.71744e-07,1.68846e-06,-43.1213,19.8999,-35.5937,-15.0336,40.6707,8.91905
23.541,6.08648e-05,0.00520859,0.00519118,8.87459e-07,-1.07425e-06,2.1114e-06,-42.6628,19.9906,-35.655,-14.6223,41.155,9.01346
23.542,-0.000195863,0.00599188,0.00530424,9.88923e-07,-1.2037e-06,2.40919e-06,-42.2027,19.9208,-35.6491,-14.2007,41.5594,9.09777
23.543,-0.000601768,0.00611172,0.00440097,9.60328e-07,-1.17924e-06,2.42754e-06,-41.7497,19.6276,-35.5726,-13.7737,41.877,9.17324
23.544,-0.00118296,0.0050528,0.00191731,7.11454e-07,-8.92162e-07,1.95607e-06,-41.3016,19.0757,-35.4285,-13.3474,42.1015,9.24419
23.545,-0.00194852,0.00216326,-0.00280004,1.31063e-07,-2.07857e-07,7.30426e-07,-40.8465,18.262,-35.2271,-12.9292,42.2285,9.31655
23.546,-0.00287598,-0.00331103,-0.0104242,-9.05577e-07,1.02544e-06,-1.55277e-06,-40.3656,17.2151,-34.9846,-12.5267,42.2563,9.39598
23.547,-0.0038927,-0.0121457,-0.0215231,-2.5208e-06,2.95785e-06,-5.20189e-06,-39.8368,15.9902,-34.722,-12.1479,42.1865,9.48618
23.548,-0.00485386,-0.0249932,-0.036364,-4.80738e-06,5.70549e-06,-1.047e-05,-39.2385,14.6605,-34.4618,-11.8,42.0247,9.58806
23.549,-0.00551906,-0.0421557,-0.0546358,-7.78751e-06,9.30127e-06,-1.74617e-05,-38.5522,13.3073,-34.2244,-11.4883,41.78,9.69992
23.55,-0.00553156,-0.0632644,-0.075086,-1.13559e-05,1.36266e-05,-2.60011e-05,-37.7647,12.0086,-34.0254,-11.214,41.4641,9.81841
23.551,-0.00440625,-0.0868595,-0.0950844,-1.52075e-05,1.83238e-05,-3.54619e-05,-36.8704,10.8299,-33.8734,-10.9734,41.0911,9.94028
23.552,-0.00153532,-0.109886,-0.11015,-1.87531e-05,2.26939e-05,-4.45631e-05,-35.8723,9.81713,-33.77,-10.7581,40.6765,10.0638
23.553,0.0037764,-0.12715,-0.113511,-2.1031e-05,2.55887e-05,-5.1152e-05,-34.7841,8.99259,-33.7107,-10.5567,40.2368,10.1884
23.554,0.0122319,-0.130809,-0.09582,-2.06318e-05,2.53173e-05,-5.20046e-05,-33.6296,8.35431,-33.6863,-10.3577,39.788,10.3139
23.555,0.0244018,-0.110048,-0.0451799,-1.56592e-05,1.95955e-05,-4.27035e-05,-32.4423,7.87865,-33.6844,-10.1512,39.3452,10.4384
23.556,0.0405086,-0.051119,0.0522661,-3.76326e-06,5.58015e-06,-1.76712e-05,-31.2627,7.52513,-33.6911,-9.93153,38.9213,10.5572
23.557,0.0601227,0.0619752,0.210914,1.77074e-05,-1.99535e-05,2.95313e-05,-30.1346,7.24292,-33.6927,-9.69827,38.5263,10.6627
23.558,0.0817697,0.245826,0.443109,5.1379e-05,-6.0226e-05,0.000105506,-29.1004,6.97786,-33.676,-9.45709,38.1664,10.7452
23.559,0.102464,0.514617,0.755077,9.9289e-05,-0.000117782,0.000215768,-28.1965,6.67952,-33.63,-9.21873,37.8442,10.7947
23.56,0.117209,0.875407,1.1411,0.000162029,-0.000193465,0.000362803,-27.4497,6.30703,-33.5465,-8.99703,37.5594,10.8029
23.561,0.118549,1.32139,1.57587,0.000237551,-0.000284979,0.000543303,-26.874,5.83329,-33.4219,-8.8064,37.3098,10.7646
23.562,0.0962983,1.82307,2.00528,0.000319646,-0.000385054,0.000744582,-26.4694,5.24736,-33.2576,-8.65922,37.0925,10.6777
23.563,0.0376284,2.31759,2.33632,0.000396148,-0.000479264,0.00094026,-26.2213,4.55513,-33.0594,-8.56375,36.9036,10.5422
23.564,-0.0722177,2.6971,2.42761,0.000447059,-0.00054374,0.00108562,-26.1022,3.77811,-32.8367,-8.52265,36.7394,10.3586
23.565,-0.248295,2.79789,2.083,0.000442902,-0.000543127,0.00111333,-26.074,2.95008,-32.6003,-8.53234,36.5959,10.1286
23.566,-0.503055,2.39302,1.05167,0.00034383,-0.000429437,0.000930644,-26.0927,2.1125,-32.3607,-8.58432,36.4691,9.85766
23.567,-0.841836,1.1926,-0.960175,0.000100218,-0.000142646,0.000419928,-26.1117,1.30933,-32.1255,-8.66871,36.3539,9.556
23.568,-1.2565,-1.14257,-4.26022,-0.000344273,0.000385741,-0.000555429,-26.0863,0.582259,-31.8981,-8.77832,36.2445,9.23827
23.569,-1.71717,-4.96715,-9.1165,-0.00104598,0.00122476,-0.00213667,-25.9768,-0.0333293,-31.6772,-8.91014,36.1347,8.92008
23.57,-2.16231,-10.5891,-15.6725,-0.00204953,0.00243009,-0.00444381,-25.7509,-0.511356,-31.4564,-9.06464,36.0193,8.61199
23.571,-2.48815,-18.1715,-23.8252,-0.00337,0.00402256,-0.00753508,-25.3853,-0.836862,-31.2238,-9.24442,35.8931,8.3154
23.572,-2.5513,-27.6172,-33.1461,-0.00496783,0.00595817,-0.0113491,-24.8665,-1.00647,-30.9621,-9.45283,35.751,8.02525
23.573,-2.2162,-38.5229,-43.0324,-0.00671674,0.00808922,-0.0156294,-24.1906,-1.02743,-30.6497,-9.69235,35.5873,7.73687
23.574,-1.44036,-50.2872,-53.072,-0.00836576,0.0101183,-0.019833,-23.3629,-0.915315,-30.2627,-9.96292,35.396,7.44985
23.575,-0.326999,-62.3333,-63.3182,-0.00949911,0.0115492,-0.0230316,-22.3967,-0.690662,-29.7752,-10.2607,35.1716,7.16704
23.576,0.892575,-74.2867,-74.3298,-0.00950052,0.011643,-0.0238188,-21.3114,-0.374883,-29.1599,-10.5776,34.9087,6.8926
23.577,1.90452,-85.9867,-87.0768,-0.00753289,0.00939191,-0.0202488,-20.1323,0.0137787,-28.3903,-10.902,34.6035,6.63162
23.578,2.35503,-97.3613,-102.791,-0.00254858,0.00352901,-0.00984062,-18.8889,0.463412,-27.4478,-11.2195,34.2532,6.39074
23.579,1.91369,-108.319,-122.789,0.00664902,-0.00739999,0.0103027,-17.6149,0.96989,-26.3304,-11.5145,33.8572,6.17756
23.58,0.355923,-118.748,-148.298,0.0212674,-0.0248741,0.043201,-16.3472,1.53578,-25.0619,-11.7706,33.4169,5.99883
23.581,-2.39824,-128.56,-180.306,0.0422827,-0.0501083,0.091462,-15.1249,2.16661,-23.6965,-11.9724,32.9364,5.85844
23.582,-6.33643,-137.684,-219.444,0.0700662,-0.0836069,0.156435,-13.9907,2.86598,-22.3226,-12.1066,32.422,5.75659
23.583,-11.4586,-146.013,-265.874,0.10386,-0.124533,0.237002,-12.9946,3.63161,-21.0683,-12.1639,31.8827,5.69034
23.584,-17.8373,-153.402,-319.23,0.1411,-0.169891,0.327985,-12.1981,4.45309,-20.1011,-12.1409,31.3291,5.65491
23.585,-25.5806,-159.717,-378.65,0.176611,-0.213552,0.418216,-11.6759,5.31026,-19.6001,-12.0401,30.773,5.64497
23.586,-34.7491,-164.885,-442.929,0.201752,-0.245207,0.488429,-11.5132,6.17069,-19.6934,-11.871,30.2254,5.6556
23.587,-45.3243,-168.913,-510.697,0.203643,-0.249416,0.509266,-11.8001,6.98754,-20.3839,-11.6478,29.6965,5.68324
23.588,-57.2464,-171.868,-580.47,0.164703,-0.205017,0.439903,-12.6226,7.70228,-21.5126,-11.3888,29.1941,5.72631
23.589,-70.4407,-173.806,-650.559,0.0628212,-0.0852809,0.228042,-14.0532,8.25727,-22.7876,-11.1138,28.7233,5.785
23.59,-84.8036,-174.687,-718.986,-0.127406,0.140658,-0.187733,-16.1457,8.61759,-23.8612,-10.8424,28.2862,5.86035
23.591,-100.215,-174.382,-783.653,-0.431844,0.50446,-0.871951,-18.939,8.79315,-24.4015,-10.5917,27.8825,5.95323
23.592,-116.58,-172.782,-842.832,-0.871797,1.03261,-1.88118,-22.4696,8.84863,-24.1296,-10.3754,27.51,6.06361
23.593,-133.804,-169.901,-895.758,-1.45622,1.73707,-3.24643,-26.7854,8.89585,-22.8461,-10.2031,27.1652,6.19023
23.594,-151.622,-165.824,-942.906,-2.17072,2.60212,-4.94777,-31.9544,9.07185,-20.4704,-10.0797,26.8445,6.33054
23.595,-169.402,-160.543,-985.725,-2.9633,3.5671,-6.88087,-38.0632,9.51013,-17.0892,-10.0052,26.5445,6.48117
23.596,-186.028,-153.858,-1025.97,-3.72733,4.50577,-8.81623,-45.2004,10.3117,-12.9823,-9.97542,26.2628,6.63879
23.597,-199.963,-145.476,-1065.02,-4.28327,5.20403,-10.3542,-53.4253,11.5214,-8.60684,-9.98268,25.9982,6.80087
23.598,-209.438,-135.252,-1103.51,-4.39047,5.36858,-10.9542,-62.7281,13.1136,-4.53988,-10.0179,25.7501,6.96573
23.599,-212.678,-123.409,-1141.34,-3.84733,4.74096,-10.1818,-72.9944,14.9947,-1.40662,-10.072,25.5184,7.13204
23.6,-208.067,-110.603,-1177.82,-2.62498,3.27532,-8.0277,-83.9855,17.0215,0.187775,-10.1365,25.303,7.29831
23.601,-194.31,-97.8193,-1211.95,-0.875371,1.17616,-4.90549,-95.3298,19.03,-0.265769,-10.204,25.1035,7.46204
23.602,-170.65,-86.1927,-1242.61,1.17697,-1.2357,-1.36018,-106.523,20.8654,-3.08718,-10.2683,24.9195,7.61931
23.603,-137.1,-76.8606,-1268.77,3.29979,-3.62461,2.11781,-116.933,22.4069,-8.31823,-10.3245,24.7511,7.76505
23.604,-94.603,-70.9036,-1289.65,5.2309,-5.62463,5.07254,-125.824,23.5902,-15.6686,-10.3689,24.598,7.89364
23.605,-45.083,-69.3187,-1305.02,6.66995,-6.82608,7.05628,-132.405,24.4251,-24.5254,-10.3994,24.4596,7.99956
23.606,8.57701,-72.8975,-1315.23,7.41139,-6.89885,7.76811,-135.918,25.0098,-34.0449,-10.4147,24.3345,8.07788
23.607,62.6882,-81.9997,-1321.24,7.55439,-5.78267,7.24816,-135.735,25.5332,-43.2885,-10.4139,24.2208,8.1247
23.608,113.103,-96.37,-1324.38,7.50828,-3.69307,5.83881,-131.424,26.2514,-51.3265,-10.3971,24.116,8.13756
23.609,155.77,-115.118,-1326.04,7.75343,-0.934061,3.94348,-122.758,27.4399,-57.304,-10.3649,24.0171,8.11582
23.61,187.37,-136.828,-1327.43,8.63461,2.22881,1.87101,-109.713,29.3464,-60.5273,-10.3195,23.9204,8.06139
23.611,205.803,-159.692,-1329.54,10.297,5.54808,-0.165065,-92.4665,32.1704,-60.5864,-10.2633,23.8218,7.97994
23.612,210.348,-181.682,-1333.12,12.6628,8.71927,-1.99792,-71.4414,36.0738,-57.4526,-10.1992,23.7161,7.8813
23.613,201.531,-200.825,-1338.78,15.3906,11.3026,-3.45915,-47.359,41.198,-51.4942,-10.1284,23.5981,7.77782
23.614,180.955,-215.595,-1347.02,17.8827,12.7009,-4.34299,-21.2918,47.658,-43.4103,-10.0514,23.4629,7.68123
23.615,151.194,-225.248,-1358.07,19.4883,12.3204,-4.4061,5.32738,55.4908,-34.1253,-9.96813,23.3071,7.60001
23.616,115.675,-229.925,-1371.86,19.8717,9.89143,-3.44165,30.7759,64.5605,-24.6708,-9.87927,23.1287,7.53834
23.617,78.3292,-230.54,-1387.95,19.1885,5.67695,-1.4214,53.2211,74.4445,-16.0479,-9.78683,22.9268,7.49612
23.618,43.0597,-228.543,-1405.66,17.8435,0.363456,1.43571,70.9954,84.3537,-9.06566,-9.69337,22.7016,7.46978
23.619,13.2215,-225.677,-1424.25,16.085,-5.19804,4.74629,82.899,93.1487,-4.20655,-9.60091,22.4535,7.4538
23.62,-8.74835,-223.692,-1443.11,13.8594,-10.1396,8.03811,88.4267,99.4932,-1.5912,-9.50972,22.1829,7.44219
23.621,-21.5349,-224.01,-1461.92,11.0781,-13.6612,10.7416,87.8321,102.133,-1.05556,-9.41772,21.8903,7.42941
23.622,-24.9804,-227.391,-1480.62,7.95987,-15.2002,12.2715,82.0187,100.214,-2.28071,-9.32054,21.5758,7.41066
23.623,-19.9264,-233.742,-1499.29,4.99099,-14.6233,12.288,72.3159,93.506,-4.8948,-9.21223,21.2392,7.38213
23.624,-7.90986,-242.132,-1518.07,2.60223,-12.2876,10.9012,60.2213,82.4522,-8.52022,-9.08638,20.8799,7.34134
23.625,9.13115,-251.03,-1537.13,1.00956,-8.8717,8.55448,47.1658,68.0387,-12.7926,-8.9375,20.4965,7.28744
23.626,29.0058,-258.66,-1556.7,0.285366,-5.07313,5.7167,34.3395,51.562,-17.3724,-8.76225,20.0873,7.22138
23.627,49.313,-263.405,-1577.11,0.451787,-1.43796,2.70591,22.6011,34.3852,-21.9456,-8.56012,19.6512,7.14583
23.628,67.5679,-264.153,-1598.67,1.51291,1.61523,-0.299025,12.4678,17.74,-26.2152,-8.3332,19.1877,7.06491
23.629,81.5184,-260.492,-1621.42,3.45058,3.71061,-3.18623,4.16657,2.59704,-29.9009,-8.08526,18.697,6.98373
23.63,89.5168,-252.702,-1645.03,6.21075,4.51684,-5.86642,-2.28657,-10.3952,-32.7643,-7.82065,18.1803,6.90807
23.631,90.7139,-241.619,-1668.86,9.69325,3.91718,-8.28833,-7.00762,-20.9085,-34.6513,-7.54356,17.6403,6.84377
23.632,85.0114,-228.493,-1692.15,13.7094,2.13617,-10.4302,-10.1812,-28.8816,-35.5207,-7.25791,17.0805,6.79565
23.633,72.9073,-214.883,-1714.33,17.8738,-0.393492,-12.1829,-12.0177,-34.4328,-35.4365,-6.96758,16.5059,6.76658
23.634,55.3601,-202.496,-1735.07,21.5693,-3.21881,-13.2701,-12.733,-37.7664,-34.5331,-6.67649,15.9221,6.75706
23.635,33.6824,-192.934,-1754.3,24.2178,-5.94095,-13.4141,-12.5495,-39.0991,-32.9777,-6.38814,15.3349,6.76533
23.636,9.43962,-187.402,-1772.09,25.6513,-8.2655,-12.6154,-11.7088,-38.6237,-30.9473,-6.10495,14.75,6.78781
23.637,-15.6256,-186.499,-1788.43,26.0281,-9.98642,-11.1604,-10.4756,-36.5116,-28.623,-5.82802,14.1723,6.81983
23.638,-39.6415,-190.149,-1803.15,25.3901,-10.8916,-9.3593,-9.11595,-32.9431,-26.1897,-5.55738,13.6061,6.85625
23.639,-60.6877,-197.614,-1815.94,23.5408,-10.8111,-7.40366,-7.85769,-28.1491,-23.8254,-5.29258,13.0542,6.89218
23.64,-76.9819,-207.551,-1826.58,20.3807,-9.80277,-5.43211,-6.85584,-22.4447,-21.6796,-5.03323,12.5187,6.92357
23.641,-87.1579,-218.177,-1835.07,16.219,-8.18385,-3.58782,-6.18676,-16.2372,-19.8531,-4.77919,12.0005,6.94735
23.642,-90.4976,-227.549,-1841.74,11.6965,-6.35684,-1.99587,-5.87119,-9.99733,-18.3871,-4.53051,11.5001,6.96146
23.643,-86.9844,-233.879,-1847.15,7.45326,-4.63867,-0.732689,-5.90784,-4.19914,-17.2641,-4.28735,11.0167,6.96461
23.644,-77.1975,-235.783,-1852.03,3.91882,-3.20663,0.171285,-6.29596,0.753368,-16.4232,-4.05031,10.5488,6.95602
23.645,-62.1988,-232.453,-1857.11,1.32953,-2.11981,0.708164,-7.03815,4.5888,-15.784,-3.82065,10.0936,6.93547
23.646,-43.4942,-223.813,-1863.06,-0.186799,-1.35376,0.870363,-8.12776,7.20396,-15.2739,-3.6003,9.64755,6.90354
23.647,-22.9991,-210.6,-1870.33,-0.54847,-0.827643,0.637422,-9.53187,8.66514,-14.8446,-3.3913,9.20616,6.86157
23.648,-2.90903,-194.29,-1878.97,0.316546,-0.424182,-0.0277531,-11.18,9.17783,-14.4776,-3.19538,8.76449,6.81137
23.649,14.5127,-176.838,-1888.55,2.47867,-0.00413488,-1.17267,-12.9642,9.0347,-14.1766,-3.01341,8.31717,6.75483
23.65,27.1706,-160.327,-1898.27,5.98448,0.582029,-2.83823,-14.7504,8.55459,-13.9526,-2.84512,7.85864,6.69348
23.651,33.3832,-146.611,-1907.27,10.8026,1.48189,-5.02989,-16.3955,8.02509,-13.8072,-2.68879,7.38329,6.62792
23.652,32.1439,-137.005,-1914.93,16.7377,2.82475,-7.67644,-17.7674,7.65931,-13.7228,-2.54153,6.88553,6.55796
23.653,23.3449,-132.088,-1921.13,23.3132,4.69782,-10.5767,-18.7632,7.57373,-13.664,-2.4001,6.35986,6.48325
23.654,7.86798,-131.619,-1926.26,29.711,7.09844,-13.3628,-19.3258,7.78914,-13.5849,-2.26194,5.80119,6.40398
23.655,-12.5267,-134.588,-1930.88,34.9463,9.85283,-15.5588,-19.4534,8.25057,-13.4388,-2.1259,5.20532,6.32083
23.656,-35.4804,-139.431,-1935.47,38.2128,12.5692,-16.7599,-19.1995,8.85779,-13.1838,-1.99292,4.56955,6.23446
23.657,-58.3661,-144.336,-1940.13,39.0581,14.7079,-16.7925,-18.6628,9.49681,-12.7886,-1.8667,3.89307,6.14497
23.658,-78.5702,-147.55,-1944.6,37.3256,15.74,-15.7149,-17.9659,10.0652,-12.2384,-1.75389,3.17706,6.05209
23.659,-93.7277,-147.622,-1948.47,33.1222,15.3185,-13.714,-17.2308,10.4885,-11.5405,-1.66347,2.42444,5.95578
23.66,-101.965,-143.583,-1951.46,26.9068,13.4239,-11.0471,-16.5546,10.728,-10.7263,-1.60544,1.63966,5.85677
23.661,-102.155,-135.078,-1953.61,19.5107,10.4089,-8.0453,-15.9928,10.7818,-9.84638,-1.58889,0.828541,5.75643
23.662,-94.1144,-122.423,-1955.17,11.9217,6.85879,-5.0798,-15.5533,10.6808,-8.95893,-1.6198,-0.00184712,5.65654
23.663,-78.6779,-106.538,-1956.46,4.98558,3.35641,-2.47076,-15.2025,10.48,-8.11658,-1.69863,-0.843408,5.55898
23.664,-57.6349,-88.7779,-1957.7,-0.692153,0.363915,-0.439743,-14.8798,10.2478,-7.35661,-1.819,-1.68753,5.46563
23.665,-33.5275,-70.7483,-1958.87,-4.64468,-1.74588,0.859932,-14.5157,10.0532,-6.69701,-1.96766,-2.52572,5.37803
23.666,-9.30609,-54.1097,-1959.85,-6.48269,-2.66819,1.31186,-14.0499,9.95474,-6.13921,-2.12599,-3.35016,5.29715
23.667,12.1058,-40.3388,-1960.51,-6.02119,-2.26223,0.856863,-13.4427,9.99168,-5.67483,-2.27213,-4.15401,5.2232
23.668,28.234,-30.4655,-1960.8,-3.38285,-0.626397,-0.483397,-12.6803,10.1801,-5.2923,-2.38363,-4.93171,5.15547
23.669,37.3645,-24.8873,-1960.8,1.13863,1.98917,-2.62949,-11.7736,10.5144,-4.98124,-2.44034,-5.67901,5.09245
23.67,38.7021,-23.3312,-1960.69,7.23664,5.28956,-5.46308,-10.7525,10.9732,-4.73467,-2.42728,-6.39292,5.0323
23.671,32.3948,-24.9311,-1960.66,14.5569,8.92225,-8.79229,-9.65944,11.5248,-4.55009,-2.33659,-7.07134,4.97363
23.672,19.4671,-28.3468,-1960.92,22.5513,12.3998,-12.2841,-8.54258,12.1329,-4.42874,-2.16843,-7.71229,4.91592
23.673,1.69619,-31.9194,-1961.67,30.3789,15.0744,-15.4315,-7.45188,12.7601,-4.3725,-1.93052,-8.31315,4.85949
23.674,-18.5658,-33.932,-1962.97,37.0304,16.2939,-17.6634,-6.43633,13.3712,-4.38003,-1.63669,-8.87005,4.8052
23.675,-38.6525,-32.9537,-1964.71,41.6249,15.6974,-18.5714,-5.54287,13.9353,-4.44463,-1.30482,-9.3777,4.75389
23.676,-55.94,-28.1392,-1966.53,43.5841,13.4059,-18.0551,-4.81561,14.4283,-4.55454,-0.954493,-9.8297,4.70588
23.677,-68.2442,-19.3864,-1967.78,42.639,9.989,-16.3002,-4.29458,14.8341,-4.69485,-0.604907,-10.219,4.66076
23.678,-74.1645,-7.34242,-1967.77,38.8782,6.26889,-13.6771,-4.01244,15.1453,-4.84944,-0.273143,-10.5387,4.61763
23.679,-73.2714,6.72801,-1965.99,32.8624,3.0379,-10.6373,-3.98951,15.3624,-5.00308,0.0269605,-10.7817,4.57528
23.68,-66.0888,21.1933,-1962.3,25.5991,0.812437,-7.62094,-4.22822,15.493,-5.14411,0.285378,-10.942,4.53232
23.681,-53.9022,34.3918,-1956.94,18.2391,-0.216085,-4.97916,-4.70961,15.5518,-5.26772,0.495904,-11.0143,4.48755
23.682,-38.4798,44.9742,-1950.4,11.6951,-0.0381198,-2.93188,-5.39339,15.5592,-5.37802,0.655716,-10.9948,4.44039
23.683,-21.8048,52.1558,-1943.24,6.49175,1.31257,-1.57884,-6.22189,15.5404,-5.48694,0.764685,-10.8823,4.3911
23.684,-5.86812,55.8337,-1935.94,2.84794,3.78865,-0.938737,-7.12745,15.5228,-5.61062,0.82452,-10.6782,4.34058
23.685,7.50713,56.5682,-1928.79,0.802876,7.29645,-0.98239,-8.04176,15.5335,-5.76525,0.837767,-10.387,4.29001
23.686,16.8605,55.4374,-1921.85,0.305553,11.6359,-1.64898,-8.90532,15.5963,-5.96302,0.806896,-10.0167,4.24033
23.687,21.3096,53.8134,-1915.04,1.266,16.4161,-2.84568,-9.67388,15.7283,-6.20795,0.733809,-9.57812,4.19176
23.688,20.7049,53.1194,-1908.19,3.56865,20.9533,-4.43237,-10.32,15.9383,-6.49288,0.619799,-9.0845,4.14359
23.689,15.6396,54.6053,-1901.14,7.0426,24.2464,-6.19551,-10.8305,16.2263,-6.79958,0.465719,-8.551,4.09478
23.69,7.30114,59.1556,-1893.78,11.376,25.2202,-7.82999,-11.202,16.5854,-7.10301,0.272269,-7.99389,4.04496
23.691,-2.77908,67.1343,-1886.06,16.025,23.1616,-8.96633,-11.4383,17.0056,-7.37785,0.0404387,-7.42959,3.99476
23.692,-13.0123,78.2991,-1877.91,20.2812,18.0015,-9.27394,-11.5493,17.4772,-7.60425,-0.227915,-6.87359,3.9452
23.693,-21.9995,91.8316,-1869.22,23.573,10.3241,-8.62306,-11.5519,17.9929,-7.77161,-0.529573,-6.33932,3.89693
23.694,-28.6705,106.501,-1859.85,25.7322,1.2202,-7.19007,-11.4705,18.549,-7.88037,-0.85971,-5.83729,3.85016
23.695,-32.3151,120.913,-1849.6,26.8426,-7.91855,-5.37419,-11.3383,19.1458,-7.9414,-1.21193,-5.37452,3.8051
23.696,-32.5748,133.749,-1838.25,26.8359,-15.5979,-3.59921,-11.195,19.7881,-7.97241,-1.57853,-4.95446,3.76257
23.697,-29.445,143.961,-1825.62,25.4233,-20.4604,-2.19301,-11.0821,20.4841,-7.99125,-1.9509,-4.5772,3.72415
